Year,Geography,GeographyType,Indicator,Drug type,Value,ValueType
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),21,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,26,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,11,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,10,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,25,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,9,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,15,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,38,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,13,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,10,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,56,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),18,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,17,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,7,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,9,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,13,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,4,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,10,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,23,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,8,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,6,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,38,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),10,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,3,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,2,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,2,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,2,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,5,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,7,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,2,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,13,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,4,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,9,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,5,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,3,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,10,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,4,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,6,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,15,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,6,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,5,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,21,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),7,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,19,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,7,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,7,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,24,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,8,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,9,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,32,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,12,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,6,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,41,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),13,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,14,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,7,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,3,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,18,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,6,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,8,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,25,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,9,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,6,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,33,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),12,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,16,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,4,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,13,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,16,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,4,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,5,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,19,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,10,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,4,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,27,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),4,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,6,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,7,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,14,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,6,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,5,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,17,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,6,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,8,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,23,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,9,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,5,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,31,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),10,Rate
2019,Tipton,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,9,Count
2019,Tipton,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,6,Count
2019,Tipton,County,Drug Overdose Deaths Involving Cocaine, Cocaine,4,Count
2019,Tipton,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,7,Count
2019,Tipton,County,Drug Overdose Deaths Involving Heroin, Heroin,2,Count
2019,Tipton,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,5,Count
2019,Tipton,County,Drug Overdose Deaths Involving All Opioids, All Opioids,13,Count
2019,Tipton,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,3,Count
2019,Tipton,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,5,Count
2019,Tipton,County,All Drug Overdose Deaths,All Drug Overdose Deaths,21,Count
2019,Tipton,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),7,Count
2019,Tipton,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2019,Tipton,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2019,Tipton,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2019,Tipton,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2019,Tipton,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2019,Tipton,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2019,Tipton,County,Drug Overdose Deaths Involving All Opioids, All Opioids,21,Rate
2019,Tipton,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2019,Tipton,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2019,Tipton,County,All Drug Overdose Deaths,All Drug Overdose Deaths,37,Rate
2019,Tipton,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2019,Trousdale,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,1,Count
2019,Trousdale,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2019,Trousdale,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2019,Trousdale,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,1,Count
2019,Trousdale,County,Drug Overdose Deaths Involving Heroin, Heroin,1,Count
2019,Trousdale,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,1,Count
2019,Trousdale,County,Drug Overdose Deaths Involving All Opioids, All Opioids,2,Count
2019,Trousdale,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,1,Count
2019,Trousdale,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2019,Trousdale,County,All Drug Overdose Deaths,All Drug Overdose Deaths,2,Count
